"ec_num","comments"
"2.3.1.99","Caffeoyl-CoA and 4-coumaroyl-CoA can also act as donors, but more slowly. Involved in the biosynthesis of chlorogenic acid in sweet potato and, with EC 2.3.1.98 chlorogenate---glucarate O-hydroxycinnamoyltransferase, in the formation of 2-O-caffeoylglucarate in tomato."
"2.3.1.100",The enzyme in brain transfers long-chain acyl residues to the endogenous myelin proteolipid
"2.3.1.101",Methanofuran is a complex 4-substituted furfurylamine and is involved in the formation of methane from CO2 in Methanobacterium thermoautotrophicum.
"2.3.1.102",Involved in the synthesis of aerobactin from lysine in a strain of Escherichia coli.
"2.3.1.103","The plant enzyme, characterized from Brassicaceae, is involved in secondary metabolism."
"2.3.1.104",Not identical with EC 2.3.1.121 1-alkenylglycerophosphoethanolamine O-acyltransferase.
"2.3.1.105",Involved in the biosynthesis of thrombocyte activating factor in animal tissues.
"2.3.1.106","4-Coumaroyl-CoA (4-hydroxycinnamoyl-CoA), caffeoyl-CoA (3,4-dihydroxycinnamoyl-CoA) and feruloyl-CoA (4-hydroxy-3-methoxycinnamoyl-CoA) can also act as donors for the enzyme from the mung bean (Vigna radiata)."
"2.3.1.107","Catalyses the final step in the biosynthesis of vindoline from tabersonine in the Madagascar periwinkle, Catharanthus roseus."
"2.3.1.108",The enzyme is conserved from protists to mammals and is present in flowering plants. In most organisms it acetylates L-lysine at position 40 of alpha-tubulin.
"2.3.1.109","Also acts on L-ornithine. This is the first enzyme in the arginine succinyltransferase (AST) pathway for the catabolism of arginine [1]. This pathway converts the carbon skeleton of arginine into glutamate, with the concomitant production of ammonia and conversion of succinyl-CoA into succinate and CoA. The five enzymes involved in this pathway are EC 2.3.1.109 (arginine N-succinyltransferase), EC 3.5.3.23 (N-succinylarginine dihydrolase), EC 2.6.1.81 (succinylornithine transaminase), EC 1.2.1.71 (succinylglutamate-semialdehyde dehydrogenase) and EC 3.5.1.96 (succinylglutamate desuccinylase) [2,6]."
"2.3.1.110","Cinnamoyl-CoA, 4-coumaroyl-CoA and sinapoyl-CoA can also act as donors, and some aromatic amines can act as acceptors."
"2.3.1.111","The enzyme, characterized from mycobacteria, is loaded with a long-chain acyl moiety by EC 6.2.1.49, long-chain fatty acid adenylyltransferase FadD28, and elongates it by incorporation of three or four methylmalonyl (but not malonyl) residues, to form tri- or tetramethyl-branched fatty-acids, respectively, such as 2,4,6,8-tetramethyloctacosanoate (C32-mycocerosate). Since the enzyme lacks a thioesterase domain, the product remains bound and requires additional enzyme(s) for removal. Even though the enzyme can accept C6 to C20 substrates in vitro, it prefers to act on C14-C20 substrates in vivo."
"2.3.1.112","1-Aminocyclopropane-1-carboxylate can act instead of malonyl-CoA."
"2.3.1.115","The 6-position of the glucose residue of formononetin can also act as acceptor; some other 7-O-glucosides of isoflavones, flavones and flavonols can also act, but more slowly."
"2.3.1.117","Involved in the biosynthesis of lysine in bacteria (including cyanobacteria) and higher plants. The 1992 edition of the Enzyme List erroneously gave the name 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase to this enzyme."
"2.3.1.118","The enzyme from liver, but not that from bacteria, can also catalyse N-acetylation of arylamines and N,O-acetylation of arylhydroxamates."
"2.3.1.119",Icosanoyl-CoA can act in place of stearoyl-CoA. The membrane enzyme brings about the elongation of these long-chain fatty-acyl-CoAs.
"2.3.1.121",Long-chain unsaturated acyl-CoAs are the best substrates.
"2.3.1.122","Catalyses the exchange of mycolic acid between trehalose, trehalose mycolate and trehalose bismycolate. Trehalose 6-palmitate can also act as donor."
"2.3.1.123","Other acyl-CoAs can also act, but more slowly. alpha-Saturated dolichols are acylated more rapidly than the alpha-unsaturated analogues."
"2.3.1.125",A number of acyl-CoAs can act as acyl donor; maximum activity is obtained with linoleoyl-CoA. Not identical with EC 2.3.1.20 diacylglycerol O-acyltransferase.
"2.3.1.126",Feruloyl-CoA and 4-coumaroyl-CoA can also act as donors.
"2.3.1.128","A group of enzymes in Escherichia coli that acetylate the N-terminal alanine residues of specific ribosomal proteins. cf. EC 2.3.1.88, peptide alpha-N-acetyltransferase."
"2.3.1.129","Involved with EC 2.4.1.182, lipid-A-disaccharide synthase, and EC 2.7.1.130, tetraacyldisaccharide 4'-kinase, in the biosynthesis of the phosphorylated glycolipid, Lipid A, in the outer membrane of Gram-negative bacteria."
"2.3.1.130",Sinapoyl-CoA and 4-coumaroyl-CoA can also act as donors.
"2.3.1.131","4-Coumaroyl-CoA, feruloyl-CoA and caffeoyl-CoA can also act as donors, but more slowly."
"2.3.1.132","4-Coumaroyl-CoA, feruloyl-CoA and caffeoyl-CoA can also act as donors, but more slowly."
"2.3.1.133","Caffeoyl-CoA, feruloyl-CoA and sinapoyl-CoA can also act as donors, but more slowly."
"2.3.1.134",Di-D-galactosyldiacylglycerol can also act as acceptor.
"2.3.1.135","A key enzyme in retinoid metabolism, catalysing the transfer of an acyl group from the sn-1 position of phosphatidylcholine to retinol, forming retinyl esters which are then stored. Recognizes the substrate both in free form and when bound to cellular-retinol-binding-protein, but has higher affinity for the bound form. Can also esterify 11-cis-retinol."
"2.3.1.136",Acts only on substrates containing more than 14 sialosyl residues. Catalyses the modification of capsular polysaccharides in some strains of Escherichia coli. 
"2.3.1.137","Acts on a range of acyl-CoAs, with optimal activity with C6 or C8 acyl groups. cf. EC 2.3.1.7 (carnitine O-acetyltransferase) and EC 2.3.1.21 (carnitine O-palmitoyltransferase)."
"2.3.1.138","Feruloyl-CoA, cinnamoyl-CoA and sinapoyl-CoA can also act as donors, but more slowly."
"2.3.1.140","Involved, with EC 1.1.1.237 (hydroxyphenylpyruvate reductase) in the biosynthesis of rosmarinic acid. Characterized from the plant Melissa officinalis L. (lemon balm)."
"2.3.1.141",Transfers long-chain acyl groups to the sn-1 position of the glycerol residue.
"2.3.1.144","Cinnamoyl-CoA, 4-coumaroyl-CoA and salicyloyl-CoA can act as donors, but more slowly. Involved in the biosynthesis of phytoalexins."
"2.3.1.145","Pyrrolidine and 3-pyrroline can also act as acceptors, but more slowly."
"2.3.1.146",Not identical with EC 2.3.1.74 (naringenin-chalcone synthase) or EC 2.3.1.95 (trihydroxystilbene synthase).
"2.3.1.147","Catalyses the transfer of arachidonate and other polyenoic fatty acids from intact choline or ethanolamine-containing glycerophospholipids to the sn-2 position of a lyso-glycerophospholipid. The organyl group on sn-1 of the donor or acceptor molecule can be alkyl, acyl or alk-1-enyl. The term 'radyl' has sometimes been used to refer to such substituting groups. Differs from EC 2.3.1.148 glycerophospholipid acyltransferase (CoA-dependent) in not requiring CoA and in its specificity for poly-unsaturated acyl groups."
"2.3.1.148","Catalyses the transfer of fatty acids from intact choline- or ethanolamine-containing glycerophospholipids to the sn-2 position of a lyso-glycerophospholipid. The organyl group on sn-1 of the donor or acceptor molecule can be alkyl, acyl or alk-1-enyl. The term 'radyl' has sometimes been used to refer to such substituting groups. Differs from EC 2.3.1.147 glycerophospholipid arachidonoyl-transferase (CoA-independent) in requiring CoA and not favouring the transfer of polyunsaturated acyl groups."
"2.3.1.149","Catalyses the transfer of the acetyl group from 1-alkyl-2-acetyl-sn-glycero-3-phosphocholine (platelet-activating factor) to the sn-2 position of lyso-glycerophospholipids containing ethanolamine, choline, serine, inositol or phosphate groups at the sn-3 position as well as to sphingosine and long-chain fatty alcohols. The organyl group can be alkyl, acyl or alk-1-enyl (sometimes also collectively referred to as 'radyl')."
"2.3.1.150","The enzyme is present in the poppy, Papaver somniferum. At pH 8-9 the product, 7-O-acetylsalutaridinol, spontaneously closes the 4->5 oxide bridge by allylic elimination to form the morphine precursor thebaine"
"2.3.1.151","Involved in the biosynthesis of plant xanthones. Benzoyl-CoA can replace 3-hydroxybenzoyl-CoA (cf. EC 2.3.1.220, 2,4,6-trihydroxybenzophenone synthase)."
"2.3.1.152","Acceptor alcohols (ROH) include methanol, ethanol and propanol. No cofactors are required as 1-O-trans-cinnamoyl-beta-D-glucopyranose itself is an ""energy-rich"" (activated) acyl-donor, comparable to CoA-thioesters. 1-O-trans-Cinnamoyl-beta-D-gentobiose can also act as the acyl donor, but with much less affinity."
"2.3.1.153","Isolated from the plant Gentiana triflora. Transfers the hydroxycinnamoyl group only to the C-5 glucoside of anthocyanin. Caffeoyl-CoA, but not malonyl-CoA, can substitute as an acyl donor."
"2.3.1.154","The peroxisomal protein sterol carrier protein X (SCPx) combines this thiolase activity with its carrier function, and is involved in branched chain fatty acid beta-oxidation in peroxisomes. It also acts on 3-oxopalmitoyl-CoA as a substrate but differs from EC 2.3.1.16 (acetyl-CoA C-acyltransferase), which has little activity towards the 3-oxoacyl-CoA esters of 2-methyl-branched chain fatty acids such as 3-oxopristanoyl-CoA."
"2.3.1.155",A peroxisomal enzyme involved in branched chain fatty acid beta-oxidation in peroxisomes. It differs from EC 2.3.1.176 (propanoyl-CoA C-acyltransferase) in not being active towards 3-oxopristanoyl-CoA.
"2.3.1.156","Closely related to EC 2.3.1.74, naringenin-chalcone synthase. Also acts on isobutyryl-CoA as substrate to give phlorisobutyrophenone. The products are intermediates in the biosynthesis of the bitter acids in hops (Humulus lupulus) and glucosides in strawberry (Fragaria X ananassa). It is also able to generate naringenin chalcone from 4-coumaroyl-CoA."
"2.3.1.157","The enzyme from several bacteria (e.g., Escherichia coli, Bacillus subtilis and Haemophilus influenzae) has been shown to be bifunctional and also to possess the activity of EC 2.7.7.23, UDP-N-acetylglucosamine diphosphorylase."
"2.3.1.158","This enzyme differs from EC 2.3.1.20, diacylglycerol O-acyltransferase, by synthesising triacylglycerol using an acyl-CoA-independent mechanism. The specificity of the enzyme for the acyl group in the phospholipid varies with species, e.g., the enzyme from castor bean (Ricinus communis) preferentially incorporates vernoloyl (12,13-epoxyoctadec-9-enoyl) groups into triacylglycerol, whereas that from the hawk's beard (Crepis palaestina) incorporates both ricinoleoyl (12-hydroxyoctadec-9-enoyl) and vernoloyl groups. The enzyme from the yeast Saccharomyces cerevisiae specifically transfers acyl groups from the sn-2 position of the phospholipid to diacylglycerol, thus forming an sn-1-lysophospholipid."
"2.3.1.159","Belongs to a superfamily of plant polyketide synthases. Has many similarities to chalcone and stilbene synthases (see <a target = ""new"" href=""reaction/phenol/chalcone.html"">reaction synthesis</a>)"
"2.3.1.160","The reaction proceeds in two stages. The indole nitrogen of 16-epivellosimine interacts with its aldehyde group giving an hydroxy-substituted new ring. This alcohol is then acetylated. Also acts on gardneral (11-methoxy-16-epivellosimine). Generates the ajmalan skeleton, which forms part of the route to ajmaline."
"2.3.1.161","This fungal enzyme system comprises a multi-functional polyketide synthase (PKS) and an enoyl reductase. The PKS catalyses many of the chain building reactions of EC 2.3.1.85, fatty-acid synthase system, as well as a reductive methylation and a Diels-Alder reaction, while the reductase is responsible for three enoyl reductions that are necessary for dihydromonacolin L acid production."
"2.3.1.162","This is the third enzyme in the biosynthesis of the diterpenoid antineoplastic drug taxol (paclitaxel), which is widely used in the treatment of carcinomas, sarcomas and melanomas."
"2.3.1.163","Acts on a number of related taxane diterpenoids with a free 10beta-hydroxy group. May be identical to EC 2.3.1.167, 10-deacetylbaccatin III 10-O-acetyltransferase."
"2.3.1.164","Proceeds by a two stage mechanism via 6-aminopenicillanic acid. Different from EC 3.5.1.11, penicillin amidase."
"2.3.1.165",A multienzyme complex with a tightly-bound 4'-phosphopantetheine cofactor on the acyl carrier protein. It has a similar sequence to vertebrate type I fatty acid synthase. Acetoacetyl-CoA can also act as a starter molecule.
"2.3.1.166","The enzyme was studied using the semisynthetic substrate 2-debenzoyl-7,13-diacetylbaccatin III. It will not acylate the hydroxy group at 1beta, 7beta, 10beta or 13alpha of 10-deacetyl baccatin III, or at 2alpha or 5alpha of taxa-4(20),11-diene-2alpha,5alpha-diol."
"2.3.1.167","The enzyme will not acylate the hydroxy group at 1beta, 7beta or 13alpha of 10-deacetyl baccatin III, or at 5alpha of taxa-4(20),11-dien-5alpha-ol. May be identical to EC 2.3.1.163, 10-hydroxytaxane O-acetyltransferase."
"2.3.1.168","A multimer (24-mer) of this enzyme forms the core of the multienzyme 3-methyl-2-oxobutanoate dehydrogenase complex, and binds tightly both EC 1.2.4.4, 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) and EC 1.8.1.4, dihydrolipoyl dehydrogenase. The lipoyl group of this enzyme is reductively 2-methylpropanoylated by EC 1.2.4.4, and the only observed direction catalysed by EC 2.3.1.168 is that where this 2-methylpropanoyl is passed to coenzyme A. In addition to the 2-methylpropanoyl group, formed when EC 1.2.4.4 acts on the oxoacid that corresponds with valine, this enzyme also transfers the 3-methylbutanoyl and S-2-methylbutanoyl groups, donated to it when EC 1.2.4.4 acts on the oxo acids corresponding with leucine and isoleucine."
